time,open,high,low,close
2025-10-22T14:00:00-04:00,46714,46748,46689,46692
2025-10-22T14:15:00-04:00,46696,46779,46654,46757
2025-10-22T14:30:00-04:00,46752,46764,46704,46737
2025-10-22T14:45:00-04:00,46738,46772,46704,46767
2025-10-22T15:00:00-04:00,46765,46819,46702,46778
2025-10-22T15:15:00-04:00,46782,46802,46759,46794
2025-10-22T15:30:00-04:00,46791,46825,46780,46792
2025-10-22T15:45:00-04:00,46791,46822,46755,46780
2025-10-22T16:00:00-04:00,46779,46839,46705,46728
2025-10-22T16:15:00-04:00,46724,46736,46668,46681
2025-10-22T16:30:00-04:00,46680,46709,46676,46703
2025-10-22T16:45:00-04:00,46706,46723,46695,46720
2025-10-22T18:00:00-04:00,46718,46718,46675,46700
2025-10-22T18:15:00-04:00,46700,46711,46682,46689
2025-10-22T18:30:00-04:00,46692,46704,46681,46684
2025-10-22T18:45:00-04:00,46685,46709,46685,46702
2025-10-22T19:00:00-04:00,46703,46720,46693,46716
2025-10-22T19:15:00-04:00,46715,46732,46707,46712
2025-10-22T19:30:00-04:00,46715,46726,46688,46693
2025-10-22T19:45:00-04:00,46692,46702,46659,46665
2025-10-22T20:00:00-04:00,46664,46665,46600,46658
2025-10-22T20:15:00-04:00,46658,46679,46654,46669
2025-10-22T20:30:00-04:00,46674,46692,46651,46664
2025-10-22T20:45:00-04:00,46666,46697,46655,46690
2025-10-22T21:00:00-04:00,46692,46712,46685,46705
2025-10-22T21:15:00-04:00,46703,46723,46703,46710
2025-10-22T21:30:00-04:00,46710,46747,46709,46734
2025-10-22T21:45:00-04:00,46734,46742,46728,46741
2025-10-22T22:00:00-04:00,46742,46756,46737,46741
2025-10-22T22:15:00-04:00,46740,46762,46740,46749
2025-10-22T22:30:00-04:00,46750,46756,46739,46749
2025-10-22T22:45:00-04:00,46745,46767,46745,46756
2025-10-22T23:00:00-04:00,46755,46782,46754,46777
2025-10-22T23:15:00-04:00,46778,46780,46752,46759
2025-10-22T23:30:00-04:00,46759,46766,46732,46749
2025-10-22T23:45:00-04:00,46747,46756,46739,46744
2025-10-23T00:00:00-04:00,46744,46753,46723,46725
2025-10-23T00:15:00-04:00,46728,46754,46725,46738
2025-10-23T00:30:00-04:00,46738,46739,46718,46727
2025-10-23T00:45:00-04:00,46725,46736,46721,46730
2025-10-23T01:00:00-04:00,46732,46735,46718,46729
2025-10-23T01:15:00-04:00,46728,46728,46705,46719
2025-10-23T01:30:00-04:00,46719,46733,46712,46718
2025-10-23T01:45:00-04:00,46717,46751,46717,46746
2025-10-23T02:00:00-04:00,46744,46751,46728,46733
2025-10-23T02:15:00-04:00,46730,46749,46724,46739
2025-10-23T02:30:00-04:00,46742,46754,46721,46741
2025-10-23T02:45:00-04:00,46740,46759,46740,46755
2025-10-23T03:00:00-04:00,46754,46765,46745,46755
2025-10-23T03:15:00-04:00,46755,46759,46692,46716
2025-10-23T03:30:00-04:00,46714,46750,46711,46739
2025-10-23T03:45:00-04:00,46739,46758,46739,46751
2025-10-23T04:00:00-04:00,46749,46756,46719,46726
2025-10-23T04:15:00-04:00,46728,46740,46720,46736
2025-10-23T04:30:00-04:00,46736,46747,46728,46732
2025-10-23T04:45:00-04:00,46735,46736,46702,46712
2025-10-23T05:00:00-04:00,46711,46728,46678,46692
2025-10-23T05:15:00-04:00,46691,46694,46651,46666
2025-10-23T05:30:00-04:00,46667,46678,46656,46665
2025-10-23T05:45:00-04:00,46666,46682,46644,46673
2025-10-23T06:00:00-04:00,46676,46749,46675,46729
2025-10-23T06:15:00-04:00,46727,46746,46721,46742
2025-10-23T06:30:00-04:00,46746,46759,46741,46747
2025-10-23T06:45:00-04:00,46745,46756,46731,46744
2025-10-23T07:00:00-04:00,46745,46754,46691,46709
2025-10-23T07:15:00-04:00,46715,46728,46705,46718
2025-10-23T07:30:00-04:00,46719,46722,46692,46692
2025-10-23T07:45:00-04:00,46691,46694,46654,46683
2025-10-23T08:00:00-04:00,46683,46692,46667,46681
2025-10-23T08:15:00-04:00,46682,46698,46661,46693
2025-10-23T08:30:00-04:00,46692,46693,46648,46677
2025-10-23T08:45:00-04:00,46679,46723,46677,46716
2025-10-23T09:00:00-04:00,46715,46719,46662,46690
2025-10-23T09:15:00-04:00,46688,46745,46686,46744
